Pct_Delta,PCT_Change,M_P_A,M_P_B,M_P_C,M_P_D,M_P_E,M_P_F,TlncT_P_A,TlncT_P_B,TlncT_P_C,TlncT_P_D,TlncT_P_E,TlncT_P_F,CPT_P_A,CPT_P_B,CPT_P_C,CPT_P_D,CPT_P_E,CPT_P_F,MCPT_P_A,MCPT_P_B,MCPT_P_C,MCPT_P_D,MCPT_P_E,MCPT_P_F,nMCPT_P_A,nMCPT_P_B,nMCPT_P_C,nMCPT_P_D,nMCPT_P_E,nMCPT_P_F,nMTIncT_P_A,nMTIncT_P_B,nMTIncT_P_C,nMTIncT_P_D,nMTIncT_P_E,nMTIncT_P_F
0.195652174,4.6,203236.3326,89552.82778,23572.64218,2899.564,57415.44142,90356.8017,52640.50392,27474.69796,4314.636947,608.2954769,12508.91559,28562.58915,3.860835621,3.259465415,5.463412674,4.766703206,4.589961535,3.163466772,11.93844813,9.150957488,9.462436362,8.067732374,7.949650067,9.935177067,11.83036099,9.072578828,9.410284271,8.024796399,7.905835677,9.846618634,3435.843297,1974.142732,500.9974513,72.26511069,1452.48254,1835.2859
0.191489362,4.7,207654.5138,91499.62839,24085.09092,2962.598,58663.60319,92321.07999,53010.58394,27687.44079,4368.793057,616.108577,12665.92399,28760.29859,3.917227435,3.304734052,5.512985076,4.808564774,4.631608658,3.210018133,12.10980064,9.275634557,9.547381034,8.13776517,8.021014396,10.07550957,12.00199972,9.197527039,9.495668704,8.095205631,7.977569462,9.987227331,3460.331921,1989.657176,507.2858305,73.19389117,1470.713692,1848.782989
0.1875,4.8,212072.6949,93446.42899,24597.53967,3025.632,59911.76496,94285.35829,53375.42736,27897.32407,4422.467331,623.8544382,12821.53545,28955.25432,3.973227108,3.349655643,5.561949434,4.849900577,4.672744946,3.256243487,12.2799516,9.399346938,9.63129455,8.20692691,8.091512422,10.21479471,12.17242261,9.321498588,9.580005831,8.164729994,8.048423375,10.12677625,3484.478016,2004.965792,513.5182608,74.11468603,1488.782639,1862.100159
0.183673469,4.9,216490.8761,95393.2296,25109.98841,3088.666,61159.92673,96249.63659,53735.21552,28104.44491,4475.673962,631.5350233,12975.79113,29147.5517,4.028845404,3.394239947,5.610325645,4.890727966,4.713387116,3.302151672,12.44893371,9.522121559,9.714210314,8.275246058,8.16117221,10.35306093,12.34166308,9.444521004,9.663329922,8.233398694,8.118426209,10.26529445,3508.293407,2020.075546,519.6963906,75.02772828,1506.694159,1875.24356
0.2,5,220909.0572,97340.0302,25622.43715,3151.7,62408.0885,98213.91489,54090.1199,28308.89521,4528.426448,639.1521986,13128.73016,29337.28093,4.084092577,3.438496257,5.658132564,4.931063379,4.753551009,3.347751113,12.61677814,9.643984064,9.796159999,8.342749594,8.230020368,10.49033536,12.50975297,9.5666205,9.745673455,8.301239402,8.18760525,10.40280965,3531.789281,2034.99303,525.8217868,75.93323954,1524.452794,1888.219013
0.215686275,5.1,225327.2383,99286.8308,26134.88589,3214.734,63656.25027,100178.1932,54440.3029,28510.76205,4580.737634,646.7077412,13280.38978,29524.5274,4.13897841,3.482433428,5.70538808,4.970922405,4.793251653,3.393049847,12.78351464,9.764958908,9.877173667,8.409463119,8.298082154,10.62664389,12.67672264,9.687822056,9.827067241,8.368278363,8.255986383,10.53934828,3554.97623,2049.724494,531.8959412,76.8314308,1542.06287,1901.032029
0.211538462,5.2,229745.4195,101233.6314,26647.33464,3277.768,64904.41204,102142.4715,54785.91842,28710.12803,4632.619757,654.2033445,13430.80547,29709.37206,4.19351224,3.526059908,5.752109181,5.010319845,4.83250332,3.43805555,12.9491716,9.885069428,9.957279884,8.475410954,8.365381565,10.76201124,12.84260109,9.808149503,9.90754054,8.434540492,8.323594189,10.67493555,3577.864294,2064.275863,537.9202746,77.72250315,1559.528506,1913.687835
0.20754717,5.3,234163.6006,103180.432,27159.78338,3340.802,66152.57381,104106.7498,55127.11254,28907.07157,4684.084489,661.640624,13580.01107,29891.89169,4.247702988,3.569383767,5.798312016,5.049269768,4.871319578,3.482775559,13.11377618,10.00433792,10.03650582,8.540616221,8.431941426,10.89646103,13.00741601,9.927625593,9.987121168,8.50004947,8.390452039,10.80959558,3600.463004,2078.652766,543.8961423,78.60664839,1576.853631,1926.191392
0.203703704,5.4,238581.7818,105127.2326,27672.23212,3403.836,67400.73558,106071.0281,55464.02397,29101.66722,4735.142971,669.0211219,13728.03888,30072.15923,4.301559185,3.612412712,5.844011954,5.087785555,4.909713338,3.527216894,13.27735435,10.12278569,10.11487733,8.605100929,8.497783467,11.0300159,13.17119389,10.04627207,10.0658356,8.564827825,8.45658217,10.94335142,3622.78141,2092.860553,549.8248379,79.48404964,1594.041995,1938.547415
0.2,5.5,242999.9629,107074.0332,28184.68087,3466.87,68648.89735,108035.3064,55796.78463,29293.98588,4785.805843,676.346312,13874.91974,30250.24404,4.355088999,3.655154121,5.889223631,5.12587995,4.947696898,3.571386274,13.43993098,10.24043314,10.19241908,8.668886046,8.562928394,11.16269749,13.33396007,10.16410974,10.14370904,8.628897007,8.522005764,11.07622516,3644.828119,2106.904313,555.7075971,80.35488191,1611.097182,1950.760387
0.196428571,5.6,247418.1441,109020.8338,28697.12961,3529.904,69897.05912,109999.5847,56125.52003,29484.09509,4836.083284,683.6176038,14020.68316,30426.21211,4.408300251,3.697615053,5.933961002,5.163565099,4.98528198,3.615290141,13.60152989,10.3572998,10.26915455,8.731991562,8.627395954,11.29452655,13.49573883,10.28115851,10.22076552,8.692277461,8.586743012,11.20823793,3666.611323,2120.788893,561.5456015,81.21931256,1628.022616,1962.834575
0.192982456,5.7,251836.3252,110967.6344,29209.57835,3592.938,71145.22089,111963.863,56450.34975,29672.05919,4885.98503,690.8363465,14165.35738,30600.12629,4.461200441,3.739802273,5.978237382,5.200852587,5.02247977,3.65893467,13.76217394,10.47340438,10.3451062,8.794436555,8.691204998,11.42552299,13.65655346,10.39743744,10.29702799,8.754988691,8.650813183,11.33941001,3688.138825,2134.518914,567.3399818,82.07750179,1644.821577,1974.774047
0.189655172,5.8,256254.5064,112914.435,29722.0271,3655.972,72393.38266,113928.1413,56771.38778,29857.93959,4935.520408,698.0038324,14308.96943,30772.0465,4.513796762,3.781722268,6.022065485,5.237753477,5.059300951,3.702325787,13.92188507,10.58876484,10.42029546,8.856239247,8.754373535,11.55570593,13.81642629,10.51296485,10.37251833,8.817049317,8.714234674,11.46976085,3709.418066,2148.098784,573.091821,82.92960306,1661.497202,1986.58268
0.186440678,5.9,260672.6875,114861.2356,30234.47584,3719.006,73641.54443,115892.4196,57088.74287,30041.7949,4984.698355,705.1213004,14451.54523,30942.02991,4.566096123,3.82338126,6.065457463,5.274278337,5.095755732,3.745469186,14.08068432,10.70339841,10.49474281,8.917417055,8.816918782,11.6850937,13.97537875,10.62775826,10.44725749,8.878477129,8.777025071,11.59930913,3730.456143,2161.532711,578.802157,83.77576348,1678.052503,1998.264176
0.2,6,265090.8686,116808.0362,30746.92458,3782.04,74889.7062,117856.6979,57402.5189,30223.68111,5033.527445,712.1899392,14593.10962,31110.13111,4.618105159,3.864785226,6.10842494,5.310437275,5.131853877,3.788370337,14.23859196,10.81732165,10.56846788,8.977986641,8.878857216,11.81370394,14.13343144,10.74183453,10.52126547,8.93928914,8.839201193,11.7280728,3751.259839,2174.824717,584.471985,84.61612418,1694.490363,2009.822072
0.213114754,6.1,269509.0498,118754.8368,31259.37332,3845.074,76137.86797,119820.9762,57712.81511,30403.65178,5082.015906,719.2108897,14733.68647,31276.40227,4.66983025,3.905939908,6.150979041,5.346239962,5.167604735,3.831034501,14.39562743,10.93055045,10.64148943,9.037963956,8.940204609,11.94155363,14.29060416,10.85520985,10.59456145,8.999501632,8.900779138,11.8560691,3771.835631,2187.978647,590.1022607,85.45082066,1710.813554,2021.259747
0.209677419,6.2,273927.2309,120701.6374,31771.82207,3908.108,77386.02974,121785.2545,58019.72644,30581.75815,5130.171641,726.1852481,14873.29869,31440.89329,4.721277534,3.946850828,6.193130423,5.381695662,5.203017257,3.873466741,14.55180948,11.04310012,10.71382547,9.097364279,9.000976081,12.06865908,14.44691597,10.96789979,10.66716378,9.059130195,8.96177433,11.98331465,3792.189718,2200.998181,595.6939016,86.27998308,1727.024736,2032.580434
0.206349206,6.3,278345.4121,122648.4381,32284.27081,3971.142,78634.19151,123749.5328,58323.34374,30758.04928,5178.002245,733.1140682,15011.96829,31603.65191,4.772452919,3.987523297,6.234889303,5.416813252,5.238100028,3.915671933,14.70715614,11.15498538,10.78549324,9.156202262,9.061186125,12.19503602,14.6023852,11.07991931,10.73909006,9.118189774,9.022201551,12.10982542,3812.328032,2213.886845,601.2477897,87.10373656,1743.126466,2043.78723
0.203125,6.4,282763.5932,124595.2387,32796.71955,4034.176,79882.35328,125713.8111,58623.75404,30932.57219,5225.515023,739.9983635,15149.71646,31764.72387,4.823362097,4.02796243,6.27626548,5.451601246,5.272861279,3.957654774,14.8616848,11.26622041,10.8565093,9.214491956,9.12084865,12.32069959,14.75702951,11.19128284,10.81035716,9.176694697,9.082074981,12.23561681,3832.256255,2226.648015,606.7647731,87.92220147,1759.121202,2054.883101
0.2,6.5,287181.7744,126542.0393,33309.1683,4097.21,81130.51505,127678.0894,58921.04073,31105.37199,5272.717004,746.8391096,15286.56356,31924.15299,4.874010554,4.068173153,6.31726836,5.486067812,5.307308913,3.999419794,15.0154122,11.37681888,10.92688955,9.272246854,9.179977011,12.44566441,14.91086593,11.30200427,10.88098129,9.234658717,9.141408231,12.36070366,3851.979834,2239.284932,612.2456681,88.73549365,1775.011311,2065.87089
0.196969697,6.6,291599.9555,128488.8399,33821.61704,4160.244,82378.67682,129642.3677,59215.28381,31276.49194,5319.614956,753.6372461,15422.52924,32081.9813,4.924403578,4.108160216,6.357906977,5.520220798,5.34145052,4.040971361,15.1683545,11.48679395,10.99664926,9.329479914,9.238584039,12.56994457,15.06391087,11.41209697,10.950978,9.29209504,9.200214374,12.48510028,3871.503993,2251.800703,617.6912606,89.54372469,1790.799072,2076.753326
0.194029851,6.7,296018.1366,130435.6405,34334.06578,4223.278,83626.83859,131606.6459,59506.56004,31445.97357,5366.2154,760.3936785,15557.63239,32238.24916,4.974546276,4.147928198,6.398190013,5.554067741,5.375293394,4.082313692,15.32052732,11.59615832,11.06580311,9.386203591,9.296682069,12.69355367,15.21618018,11.52157385,11.02036226,9.349016354,9.258505974,12.60882049,3890.833745,2264.198314,623.1023077,90.34700208,1806.48668,2087.533026
0.191176471,6.8,300436.3178,132382.4411,34846.51453,4286.312,84875.00036,133570.9242,59794.94314,31613.85681,5412.524623,767.1092797,15691.89123,32392.99529,5.024443573,4.187481517,6.43812582,5.58761589,5.408844551,4.123450859,15.4719457,11.70492427,11.13436523,9.442429865,9.354282967,12.81650483,15.36768915,11.63044738,11.08914844,9.405434859,9.316295115,12.73187761,3909.973905,2276.480633,628.4795394,91.14542951,1822.076251,2098.212507
0.188405797,6.9,304854.4989,134329.2417,35358.96327,4349.346,86123.16213,135535.2025,60080.50394,31780.18002,5458.548687,773.7848919,15825.32334,32546.25691,5.074100231,4.226824442,6.47772243,5.620872216,5.44211074,4.164386796,15.6226242,11.81310363,11.2023492,9.498170262,9.411398152,12.93881076,15.51845254,11.73872957,11.15735038,9.461362292,9.373593421,12.85428454,3928.929101,2288.650418,633.8236598,91.93910699,1837.569825,2108.794186
0.2,7,309272.6801,136276.0423,35871.41201,4412.38,87371.3239,137499.4808,60363.31053,31944.98011,5504.293445,780.421328,15957.9457,32698.0698,5.12352085,4.265961093,6.516987579,5.653843433,5.475098459,4.205125307,15.77257689,11.92070785,11.26976813,9.553435882,9.468038624,13.06048373,15.66848464,11.84643204,11.22498141,9.516809949,9.430412087,12.97605372,3947.703779,2300.710321,639.1353481,92.72813103,1852.969374,2119.280389
0.211267606,7.1,313690.8612,138222.8429,36383.86075,4475.414,88619.48567,139463.7591,60643.42844,32108.29261,5549.764544,787.019373,16089.77467,32848.46839,5.172709877,4.304895453,6.555928719,5.686536004,5.50781397,4.245670071,15.92181738,12.02774798,11.33663462,9.608237415,9.524214979,13.18153559,15.81779924,11.95356601,11.29205436,9.571788712,9.486761894,13.09719718,3966.302221,2312.662894,644.4152604,93.51259487,1868.276798,2129.673352
0.208333333,7.2,318109.0424,140169.6435,36896.3095,4538.448,89867.64744,141428.0374,60920.9207,32270.15173,5594.967442,793.5797854,16220.82607,32997.4858,5.221671615,4.343631374,6.59455303,5.718956157,5.540263303,4.286024647,16.07035882,12.13423471,11.40296083,9.662585169,9.579937433,13.30197784,15.96640969,12.06014235,11.3585816,9.626309063,9.542653234,13.21772658,3984.728545,2324.510598,649.6640304,94.29258858,1883.493935,2139.975231
0.205479452,7.3,322527.2235,142116.4441,37408.75824,4601.482,91115.80921,143392.3157,61195.84805,32430.59041,5639.907414,800.1032984,16351.11521,33145.15394,5.270410229,4.382172582,6.632867438,5.7511099,5.572452279,4.32619248,16.21821396,12.24017841,11.46875849,9.71648908,9.635215841,13.42182158,16.11432893,12.16617153,11.42457505,9.680381112,9.598096129,13.33765319,4002.98672,2336.255801,654.8822705,95.06819922,1898.62256,2150.188099
0.202702703,7.4,326945.4047,144063.2447,37921.20698,4664.516,92363.97098,145356.594,61468.26899,32589.64043,5684.58956,806.5906211,16480.65686,33291.50355,5.318929751,4.420522682,6.670878624,5.783003023,5.60438651,4.366176909,16.36539513,12.34558908,11.53403893,9.769958738,9.690059712,13.5410776,16.26156945,12.27166373,11.49004623,9.734014608,9.653100246,13.45698792,4021.080569,2347.900787,660.0705729,95.83951099,1913.66439,2160.313957
0.2,7.5,331363.5858,146010.0453,38433.65573,4727.55,93612.13275,147320.8723,61738.23993,32747.33242,5729.018814,813.0424395,16609.46533,33436.56425,5.367234086,4.458685166,6.708593037,5.814641119,5.636071414,4.405981165,16.5119143,12.45047643,11.59881307,9.823003398,9.744478227,13.6597563,16.40814338,12.37662879,11.55500624,9.787218961,9.707674918,13.57574134,4039.013777,2359.447759,665.2295105,96.60660539,1928.621087,2170.354733
0.197368421,7.6,335781.7669,147956.8459,38946.10447,4790.584,94860.29452,149285.1506,62005.81528,32903.69597,5773.199951,819.4594179,16737.55446,33580.36464,5.415327021,4.496663416,6.746016906,5.846029584,5.667512224,4.445608385,16.65778306,12.55484985,11.66309147,9.875632001,9.798480255,13.77786782,16.55406246,12.48107622,11.61946581,9.840003257,9.761829157,13.69392371,4056.7899,2370.898843,670.3596378,97.36956126,1943.494257,2180.312288
0.194805195,7.7,340199.9481,149903.6465,39458.55321,4853.618,96108.45629,151249.4289,62271.04752,33058.7596,5817.137593,825.8421992,16864.93766,33722.9323,5.463212225,4.53446071,6.783156248,5.877173635,5.698713995,4.485061607,16.80301263,12.65871846,11.72688432,9.927853184,9.852074367,13.89542196,16.69933808,12.58501528,11.68343531,9.892376274,9.815571672,13.81154495,4074.412368,2382.256091,675.4614916,98.128455,1958.285457,2190.188417
0.192307692,7.8,344618.1292,151850.4471,39971.00196,4916.652,97356.61806,153213.7072,62533.98734,33212.55088,5860.83622,832.1914067,16991.62791,33864.29384,5.510893258,4.572080225,6.820016881,5.90807831,5.729681615,4.52434378,16.94761393,12.76209108,11.7902015,9.979675296,9.905268849,14.01242823,16.84398129,12.68845489,11.74692475,9.944346492,9.86891088,13.92861472,4091.884494,2393.521487,680.535592,98.88336059,1972.996195,2199.984856
0.189873418,7.9,349036.3104,153797.2477,40483.4507,4979.686,98604.77983,155177.9855,62794.68369,33365.09647,5904.300171,838.5076443,17117.6378,34004.47499,5.558373573,4.609525043,6.856604428,5.938748482,5.760419808,4.563457767,17.09159753,12.86497629,11.85305254,10.03110641,9.958071716,14.12889585,16.98800279,12.79140376,11.80994383,9.995922114,9.921854919,14.04514235,4109.209479,2404.696945,685.5824427,99.63434976,1987.627931,2209.703279
0.2,8,353454.4915,155744.0483,40995.89944,5042.72,99852.9416,157142.2638,63053.18388,33516.42209,5947.533654,844.7914975,17242.97951,34143.5006,5.605656523,4.646798154,6.892924332,5.969188865,5.790933147,4.602406346,17.23497369,12.96738241,11.91544667,10.08215434,10.01049072,14.24483381,17.13141299,12.8938703,11.87250191,10.04711107,9.974411666,14.16113693,4126.390413,2415.784317,690.6025325,100.381492,2002.182082,2219.345306
0.209876543,8.1,357872.6727,157690.8489,41508.34819,5105.754,101101.1034,159106.5421,63309.53363,33666.55267,5990.540749,851.0435343,17367.66488,34281.39468,5.652745363,4.683902462,6.928981861,5.999404019,5.821226057,4.641192215,17.37775241,13.06931749,11.97739283,10.13282665,10.06253338,14.3602508,17.27422198,12.99586269,11.93460808,10.09792104,10.02658874,14.27660727,4143.430286,2426.785396,695.596335,101.1248549,2016.660022,2228.912502
0.207317073,8.2,362290.8538,159637.6495,42020.79693,5168.788,102349.2651,161070.8204,63563.77716,33815.51229,6033.325414,857.2643059,17491.70539,34418.18047,5.699643256,4.720840783,6.964782113,6.02939836,5.851302823,4.679817997,17.51994336,13.17078939,12.03889968,10.18313065,10.11420696,14.47515529,17.41643959,13.09738887,11.9962711,10.14835946,10.07839353,14.39156193,4160.33199,2437.701914,700.5643099,101.8645038,2031.063083,2238.406383
0.204819277,8.3,366709.035,161584.4501,42533.24567,5231.822,103597.4269,163035.0987,63815.95726,33963.32428,6075.891492,863.4543472,17615.11218,34553.88045,5.746353274,4.757615856,7.00033003,6.059176165,5.881167594,4.718286241,17.66155597,13.27180572,12.0999756,10.23307345,10.1655185,14.58955549,17.55807533,13.19845654,12.0574995,10.19843351,10.12983317,14.50600924,4177.098321,2448.535549,705.5069034,102.6005022,2045.392559,2247.828414
0.202380952,8.4,371127.2161,163531.2507,43045.69441,5294.856,104845.5887,164999.377,64066.11535,34110.01123,6118.242713,869.6141779,17737.89606,34688.51638,5.792878404,4.794230341,7.035630398,6.088741576,5.910824393,4.756599423,17.80259939,13.37237387,12.16062872,10.2826619,10.21647483,14.7034594,17.69913848,13.2990732,12.11830151,10.24815019,10.18091459,14.61995728,4193.731988,2459.287926,710.4245487,103.3329119,2059.649705,2257.180015
0.2,8.5,375545.3972,165478.0513,43558.14316,5357.89,106093.7505,166963.6553,64314.29154,34255.595,6160.382701,875.7443027,17860.06753,34822.10931,5.839221552,4.830686822,7.070687857,6.118098609,5.940277118,4.794759956,17.94308253,13.47250105,12.22086692,10.33190268,10.26708258,14.8168748,17.83963805,13.39924613,12.17868514,10.29751623,10.23164452,14.73341393,4210.235612,2469.960618,715.3176664,104.0617928,2073.835741,2266.462561
0.197674419,8.6,379963.5784,167424.8519,44070.5919,5420.924,107341.9122,168927.9336,64560.52465,34400.09679,6202.314975,881.8452119,17981.6368,34954.67967,5.885385542,4.866987816,7.105506908,6.147251158,5.969529549,4.832770182,18.08301405,13.57219424,12.28069783,10.38080225,10.31734816,14.92980925,17.97958281,13.49898242,12.23865812,10.3465382,10.28202945,14.84638682,4226.611735,2480.555152,720.1866653,104.7872031,2087.951853,2275.677383
0.195402299,8.7,384381.7595,169371.6525,44583.04064,5483.958,108590.074,170892.2119,64804.85235,34543.53717,6244.042957,887.9173822,18102.6138,35086.24721,5.931373124,4.903135766,7.140091916,6.176203,5.998585354,4.870632385,18.22240239,13.67146026,12.34012888,10.42936686,10.3672778,15.0422701,18.11898127,13.59828894,12.29822799,10.39522246,10.33207572,14.95888342,4242.862817,2491.073006,725.0319427,105.5091995,2101.999191,2284.825773
0.193181818,8.8,388799.9407,171318.4532,45095.48939,5546.992,109838.2358,172856.4902,65047.31111,34685.93604,6285.569975,893.9612774,18223.00815,35216.83111,5.977186974,4.939133052,7.174447118,6.204957799,6.027448093,4.908348786,18.36125574,13.77030574,12.39916726,10.47760261,10.41687755,15.15426454,18.25784174,13.69717241,12.35740203,10.44357517,10.38178944,15.07091097,4258.991246,2501.515613,729.8538848,106.227837,2115.978877,2293.908982
0.191011236,8.9,393218.1218,173265.2538,45607.93813,5610.026,111086.3975,174820.7685,65287.93633,34827.31276,6326.899262,899.9773483,18342.82926,35346.44995,6.022829698,4.97498199,7.208576626,6.233519111,6.056121221,4.945921549,18.49958211,13.8687371,12.45781997,10.5255154,10.46615328,15.26579953,18.39617231,13.79563933,12.41618733,10.49160231,10.43117657,15.18247652,4274.999334,2511.884365,734.6528674,106.9431691,2129.891998,2302.928224
0.2,9,397636.303,175212.0544,46120.38687,5673.06,112334.5593,176785.0468,65526.76233,34967.68607,6368.033966,905.9660337,18462.08623,35475.12178,6.068303833,5.010684836,7.242484434,6.26189039,6.084608093,4.983352781,18.63738928,13.96676064,12.51609378,10.57311096,10.51511069,15.37688189,18.53398084,13.89369607,12.47459078,10.5393097,10.48024289,15.29358696,4290.889328,2522.180613,739.4292558,107.6552481,2143.739615,2311.884678
0.208791209,9.1,402054.4841,177158.855,46632.83562,5736.094,113582.7211,178749.3251,65763.82241,35107.0742,6408.977151,911.9277606,18580.78796,35602.86408,6.113611851,5.046243784,7.276174422,6.290074991,6.112911968,5.020644538,18.77468483,14.06438247,12.57399529,10.62039486,10.56375533,15.48751822,18.67127501,13.9913488,12.53261904,10.58670298,10.52899401,15.40424896,4306.663406,2532.405668,744.1834058,108.3641245,2157.522759,2320.779488
0.206521739,9.2,406472.6652,179105.6556,47145.28436,5799.128,114830.8828,180713.6034,65999.14893,35245.49483,6449.731798,917.8629448,18698.94308,35729.69385,6.158756163,5.081660974,7.309650359,6.318076171,6.141036013,5.05779882,18.91147616,14.16160855,12.63153092,10.66737252,10.61209257,15.597715,18.80806228,14.08860354,12.59027862,10.63378764,10.5774354,15.51446908,4322.323684,2542.560801,748.9156637,109.0698478,2171.242433,2329.613762
0.204301075,9.3,410890.8464,181052.4562,47657.7331,5862.162,116079.0446,182677.8817,66232.77327,35382.96513,6490.300811,923.7719913,18816.56001,35855.62757,6.203739118,5.11693849,7.342915912,6.3458971,6.168983308,5.09481758,19.04777048,14.25844467,12.68870688,10.7140492,10.66012765,15.70747851,18.94434995,14.18546618,12.64757583,10.68056902,10.62557234,15.62425366,4337.872215,2552.647251,753.6263664,109.7724661,2184.899616,2338.388581
0.20212766,9.4,415309.0275,182999.2568,48170.18184,5925.196,117327.2064,184642.16,66464.72593,35519.5018,6530.687018,929.6552945,18933.64695,35980.68127,6.248563004,5.152078365,7.375974642,6.373540855,6.196756846,5.131702721,19.18357482,14.35489651,12.74552925,10.76043001,10.70786567,15.81681489,19.08014511,14.28194241,12.70451681,10.72705228,10.67341,15.73360891,4353.310995,2562.666218,758.3158425,110.4720262,2198.495258,2347.104992
0.2,9.5,419727.2087,184946.0574,48682.63059,5988.23,118575.3682,186606.4383,66695.03656,35655.12107,6570.893175,935.5132388,19050.2119,36104.87051,6.293230056,5.187082579,7.408830016,6.401010431,6.224359539,5.168456101,19.31889603,14.45096957,12.80200391,10.80651992,10.75531157,15.92573014,19.2154547,14.37803784,12.76110752,10.77324247,10.7209534,15.84254088,4368.641963,2572.618872,762.9844119,111.1685737,2212.030288,2355.764012
0.197916667,9.6,424145.3898,186892.858,49195.07933,6051.264,119823.5299,188570.7166,66923.73395,35789.83872,6610.921966,941.3461989,19166.26263,36228.21043,6.337742453,5.221953065,7.441485406,6.428308742,6.25179422,5.205079531,19.45374081,14.54666925,12.85813661,10.85232379,10.80247017,16.0342301,19.35028547,14.47375788,12.81735378,10.8191445,10.76820741,15.95105547,4383.867003,2582.506347,767.6323863,111.8621532,2225.505609,2364.366633
0.195876289,9.7,428563.571,188839.6586,49707.52807,6114.298,121071.6917,190534.9949,67150.84612,35923.67008,6650.77601,947.1545402,19281.80674,36350.71574,6.382102323,5.256691706,7.473944093,6.455438622,6.279063645,5.24157478,19.58811568,14.64200079,12.91393292,10.89784632,10.84934617,16.14232047,19.48464401,14.56910786,12.87326123,10.86476313,10.81517677,16.05915845,4398.987948,2592.329749,772.2600699,112.5528081,2238.922104,2372.913817
0.193877551,9.8,432981.7521,190786.4592,50219.97682,6177.332,122319.8535,192499.2732,67376.40028,36056.6301,6690.45786,952.9386188,19396.85162,36472.40074,6.426311739,5.291300343,7.506209271,6.482402831,6.306170499,5.277943575,19.72202701,14.73696931,12.96939828,10.94309209,10.89594413,16.25000683,19.61853678,14.66409294,12.92883537,10.91010301,10.86186613,16.16685544,4414.00658,2602.090153,776.867759,113.2405806,2252.280631,2381.4065
0.191919192,9.9,437399.9333,192733.2598,50732.42556,6240.366,123568.0152,194463.5515,67600.42295,36188.73328,6729.970005,958.6987824,19511.4045,36593.27936,6.47037273,5.32578077,7.538284052,6.509204053,6.333117395,5.314187602,19.85548104,14.83157982,13.02453799,10.98806558,10.94226849,16.3572946,19.75197004,14.75871818,12.98408158,10.95516866,10.90827996,16.27415193,4428.924633,2611.788604,781.4557426,113.9255121,2265.582028,2389.845595
0.2,10,441818.1144,194680.0604,51244.8743,6303.4,124816.177,196427.8298,67822.93991,36319.99378,6769.314874,964.4353699,19625.47241,36713.36513,6.514287275,5.360134739,7.570171466,6.535844907,6.359906878,5.350308507,19.98848384,14.92583721,13.07935719,11.03277113,10.9883236,16.4641891,19.88494994,14.85298851,13.03900506,10.99996448,10.95442267,16.38105328,4443.743793,2621.426122,786.024303,114.6076428,2278.827114,2398.231987
0.207920792,10.1,446236.2955,196626.861,51757.32305,6366.434,126064.3388,198392.1081,68043.97624,36450.42537,6808.494838,970.1487124,19739.06224,36832.67123,6.558057307,5.394363962,7.601874464,6.562327939,6.386541429,5.386307901,20.12104135,15.01974623,13.13386092,11.07721298,11.03411366,16.57069551,20.01748248,14.94690876,13.09361089,11.04449476,11.00029852,16.48756473,4458.465703,2631.003697,790.5737152,115.287012,2292.016685,2406.56654
0.205882353,10.2,450654.4767,198573.6616,52269.77179,6429.468,127312.5005,200356.3864,68263.55638,36580.04145,6847.51221,975.8391329,19852.18069,36951.21051,6.601684714,5.42847011,7.633395923,6.588655633,6.413023464,5.422187354,20.25315937,15.11331156,13.18805407,11.12139527,11.0796428,16.67681891,20.14957351,15.04048361,13.14790404,11.08876368,11.04591167,16.59369141,4473.091963,2640.522296,795.104248,115.963658,2305.151522,2414.850095
